PID,Season,contestant,ChW,ChA,ChW%,SO,VFB,VAP,TotV,TCA,TC%,wTCR,VFT,JVF,TotJ,JV%,SurvSc,SurvAv,Days,Finish,Time,nonVFB,VFB%,nVFB%,NoJ,InRCA,InRCW,InICA,InICW,InChA,InChW,InChW%,TRCA,TRCW,TICA,TICW,TChA,TChW,TChW%,TrCh 2nd,TrCh 3rd,Exile,TVA,VAT%,NI VFT,NI VFT%,Gender,Day 1 Filming date,Age,Hometown,State,Population of Hometown,Profession,Job Code (SOC),Collar,Generation
544,37,Dan Rengering,2.21,4.8,0.46,0,2,6,46,4,0.47,1.4,3,0,10,0,0.93,3.61,25,11,1,2,0.5,0.5,3.61,0,0,3,1,3,1,0.33,4,2,6,4,10,6,0.6,1,0,0,,,,,M,3/29/2018,27,Lake Butler,FL,15400,S.W.A.T. Officer,55-1019,B,Y
545,37,Alec Merlino,2.3,6,0.38,0,3,9,61,6,0.48,1.08,5,0,10,0,0.86,3.38,28,10,1,3,0.5,0.5,3.38,0,0,4,1,4,1,0.25,5,4,6,3,11,7,0.636,1,0,0,,,,,M,3/29/2018,24,San Clemente,CA,65526,Bartender,35-3011,B,Y
548,37,Carl Boudreaux,0.9,7.05,0.13,2,3,6,64,6,0.48,1.4,4,0,10,0,0.61,2.3,30,9,1,3,0.5,0.5,2.3,0,0,5,0,5,0,0,6,2,5,2,11,4,0.364,1,0,2,,,,,M,3/29/2018,41,Beaumont,TX,115282,Truck Driver,53-3032,B,X
542,37,Gabby Pascuzzi,1.04,8.75,0.12,1,5,2,72,7,0.71,3.33,6,0,10,0,0.83,4.38,32,8,1,2,0.71,0.29,4.38,0,0,6,0,6,0,0,7,3,6,2,13,5,0.385,1,0,0,,,,,F,3/29/2018,25,St. Augustine,FL,14581,Technical Writer,27-3042,W,Y
541,37,Christian Hubicki,2.54,11,0.23,1,6,6,79,8,0.74,2.1,4,0,10,0,0.97,4.64,35,7,1,2,0.75,0.25,4.64,1,0,7,1,8,1,0.13,8,4,6,3,14,7,0.5,1,0,0,,,,,M,3/29/2018,32,Tallahassee,FL,189907,Robotics Scientist,17-3024,W,Y
540,37,Davie Rickenbacker,3.1,11.75,0.26,0,5,5,90,10,0.49,1.56,7,0,10,0,0.76,4.66,36,6,1,5,0.5,0.5,4.66,1,1,8,0,9,1,0.11,7,3,6,2,13,5,0.385,1,0,0,,,,,M,3/29/2018,30,Orangeburg,SC,13460,Social Media Manager,Nov-00,W,Y
547,37,Alison Raybould,2.13,13,0.16,1,5,13,91,9,0.54,0.92,5,0,10,0,0.7,3.04,37,5,1,4,0.56,0.44,3.04,1,0,9,1,10,1,0.1,8,2,6,4,14,6,0.429,1,0,0,,,,,F,3/29/2018,28,Chapel Hill,NC,59568,Physician,29-1229,W,Y
539,37,Kara Kay,2.19,13.75,0.16,1,7,0,96,11,0.64,4.45,10,0,10,0,0.8,6.64,38,4,1,4,0.64,0.36,6.64,1,0,10,1,11,1,0.09,7,3,6,3,13,6,0.462,1,0,0,,,,,F,3/29/2018,30,San Diego,CA,1394928,Realtor,41-9022,W,Y
546,37,Angelina Keeley,1.04,13.75,0.08,2,8,4,100,12,0.66,2.33,7,0,10,0,0.74,3.37,39,3,1,4,0.67,0.33,3.37,1,0,10,0,11,0,0,7,1,6,2,13,3,0.231,3,0,0,,,,,F,3/29/2018,28,Sparks,NV,96094,Financial Consultant,13-2052,W,Y
538,37,Mike White,2.19,13.75,0.16,0,9,1,100,12,0.75,4.2,10,3,10,0.3,1.21,8.19,39,2,1,3,0.75,0.25,6.39,1,0,10,1,11,1,0.09,7,3,6,2,13,5,0.385,3,0,0,,,,,M,3/29/2018,47,Los Angeles,CA,3898747,Filmmaker,27-2012,N,X
537,37,Nick Wilson,4.12,13.75,0.3,1,10,0,99,13,0.77,5.38,12,7,10,0.7,1.77,13.7,39,1,1,3,0.77,0.23,9.5,1,0,10,3,11,3,0.27,7,2,6,1,13,3,0.231,3,0,0,,,,,M,3/29/2018,27,Williamsburg,KY,5293,Public Defender,23-1000,W,Y
568,38,Keith Sowell,0,1.24,0,0,1,6,17,2,0.32,1.4,1,0,13,0,0.32,1.4,17,18,1,1,0.5,0.5,1.4,1,0,0,0,1,0,0,0,0,2,0,2,0,0,1,0,8,,,,,M,5/30/2018,46,Ashburn,VA,43511,Sales Representative,41-3091,W,X
569,38,Wendy Diaz,0.49,2.72,0.18,0,1,9,37,5,0.15,0.43,1,0,13,0,0.33,0.92,14,17,1,4,0.2,0.8,0.92,1,0,0,0,1,0,0,3,1,6,0,9,1,0.111,3,0,1,,,,,F,5/30/2018,19,Durham,NC,257636,Pre-Med Student,29-0000,W,Z
570,38,Reem Daly,0,2.11,0,0,0,4,9,1,-0.44,0,0,0,13,0,-0.44,0,35,16,1,1,0,1,0,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,32,,,,,F,5/30/2018,32,Los Angeles,CA,3898747,Marketing Director,21-Nov,W,Y
467,38,Aubry Bracco,0.48,3.22,0.15,2,0,4,5,1,-0.8,0,0,0,13,0,-0.65,0.48,35,15,1,1,0,1,0.48,2,0,0,0,2,0,0,2,0,5,3,7,3,0.429,1,0,22,,,,,F,5/30/2018,25,Bell,CA,36205,Small Business Owner,13-0000,N,Y
445,38,Joe Anglim,1.58,3.72,0.42,0,0,6,13,1,-0.46,0,0,0,13,0,-0.04,1.58,35,14,1,1,0,1,1.58,1,0,1,0,2,0,0,3,2,6,6,9,8,0.889,1,0,10,,,,,M,5/30/2018,29,Ogden,UT,85444,Multimedia Artist,27-1010,N,Y
567,38,Eric Hafemann,0.9,4.89,0.18,0,2,8,38,4,0.45,1.17,3,0,13,0,0.63,2.06,35,13,1,2,0.5,0.5,2.06,1,0,2,0,3,0,0,4,1,6,3,10,4,0.4,1,0,0,,,,,M,5/30/2018,35,Livermore,CA,88126,Firefighter,33-2011,B,Y
564,38,Julia Carter,1.5,5.89,0.25,1,2,9,36,3,0.58,1.44,2,0,13,0,0.84,2.93,35,12,1,1,0.67,0.33,2.93,1,0,3,0,4,0,0,4,2,6,6,10,8,0.8,0,0,12,,,,,F,5/30/2018,25,Bethesda,MD,60858,Medical Assistant,31-9092,B,Y
481,38,David Wright,0.27,6.89,0.04,0,6,11,83,9,0.65,1.24,6,0,13,0,0.69,1.51,35,11,1,3,0.67,0.33,1.51,1,0,4,0,5,0,0,4,1,6,0,10,1,0.1,0,0,11,,,,,M,5/30/2018,44,Sherman Oaks,CA,52677,Television Writer,27-3043,N,X
435,38,Kelley Wentworth,0.6,8.22,0.07,1,7,14,92,10,0.68,1.09,3,0,13,0,0.76,1.69,35,10,1,3,0.7,0.3,1.69,1,0,5,0,6,0,0,5,2,6,0,11,2,0.182,0,0,16,,,,,F,5/30/2018,31,Seattle,WA,737015,Marketing Manager,21-Nov,W,Y
565,38,Wardog' DaSilva,0.68,9.47,0.07,0,8,8,100,11,0.72,1.7,8,0,13,0,0.79,2.38,35,9,1,3,0.73,0.27,2.38,1,0,6,0,7,0,0,6,3,6,0,12,3,0.25,1,0,6,,,,,M,5/30/2018,38,Los Angeles,CA,3898747,Law Student/Former Military,23-0000,B,X
561,38,Ron Clark,2.33,11.47,0.2,3,5,3,71,7,0.71,2.86,4,0,13,0,0.91,5.19,35,8,1,2,0.71,0.29,5.19,2,1,7,0,9,1,0.11,6,2,6,5,12,7,0.583,0,0,4,,,,,M,5/30/2018,46,Atlanta,GA,463878,Teacher,25-2000,W,X
562,38,Aurora McCreary,3.5,13.47,0.26,1,5,12,77,9,0.54,0.97,3,0,13,0,0.8,4.47,35,7,1,4,0.56,0.44,4.47,3,0,8,2,11,2,0.18,6,2,6,6,12,8,0.667,0,0,1,,,,,F,5/30/2018,32,Orlando,FL,307573,Divorce Attorney,23-1011,W,Y
563,38,Victoria Baamonde,0.75,13.47,0.06,3,8,2,96,11,0.73,3.39,8,0,13,0,0.78,4.15,36,6,1,3,0.73,0.27,4.15,2,0,9,0,11,0,0,6,2,6,2,12,4,0.333,3,0,0,,,,,F,5/30/2018,23,Bronx,NY,1427000,Waitress,35-3031,B,Y
566,38,Lauren O'Connell,0.85,14.47,0.06,1,10,11,125,15,0.66,1.24,8,0,13,0,0.72,2.1,37,5,1,5,0.67,0.33,2.1,2,0,10,0,12,0,0,6,3,6,0,12,3,0.25,3,0,13,,,,,F,5/30/2018,21,Bakersfield,CA,373640,Student,54-0000,?,Z
559,38,Rick Devens,5.56,14.47,0.38,0,8,5,117,14,0.57,1.78,9,0,13,0,0.95,7.34,38,4,1,6,0.57,0.43,7.34,3,1,11,4,14,5,0.36,4,3,4,0,8,3,0.375,0,0,6,,,,,M,5/30/2018,33,Blacksburg,VA,44215,Morning News Anchor,27-3023,W,Y
560,38,Julie Rosenberg,3.31,15.47,0.21,3,5,1,88,10,0.5,2.8,7,0,13,0,0.71,6.11,39,3,1,5,0.5,0.5,6.11,2,0,11,2,13,2,0.15,6,2,6,3,12,5,0.417,0,0,0,,,,,F,5/30/2018,46,New York,NY,8468000,Toymaker,27-1021,N,X
557,38,Gavin Whitson,4.06,15.47,0.26,0,8,0,101,12,0.67,4.67,10,4,13,0.307692308,1.24,10.58,39,2,1,4,0.67,0.33,8.73,2,1,11,2,13,3,0.23,6,1,6,3,12,4,0.333,3,0,0,,,,,M,5/30/2018,23,Erwin,TN,5979,YMCA Program Director,Nov-51,W,Y
558,38,Chris Underwood,2.14,5.52,0.39,0,4,5,35,5,0.77,2.49,4,9,13,0.692307692,1.85,8.79,39,1,1,1,0.8,0.2,4.63,2,1,3,1,5,2,0.4,1,1,3,0,4,1,0.25,0,0,27,,,,,M,5/30/2018,25,Greenville,SC,64579,District Sales Manager,22-Nov,W,Y
590,39,Ronnie Bardah,0,0.1,0,0,0,7,9,1,-0.78,0,0,0,10,0,-0.78,0,3,20,1,1,0,1,0,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0,0,0,0,,,,,M,3/21/2019,35,Henderson,NV,285667,Poker Player,27-2021,N,Y
589,39,Molly Byman,0.1,0.21,0.47,0,0,7,10,1,-0.7,0,0,0,10,0,-0.23,0.1,6,19,1,1,0,1,0.1,0,0,0,0,0,0,#DIV/0!,0,0,2,1,2,1,0.5,0,0,0,,,,,F,3/21/2019,27,Durham,NC,257636,Law Student,23-0000,?,Y
586,39,Vince Moua,0.11,0.32,0.34,0,1,7,18,2,0.31,1.27,0,0,10,0,0.65,1.38,8,18,1,1,0.5,0.5,1.38,0,0,0,0,0,0,#DIV/0!,0,0,3,1,3,1,0.333,0,0,0,,,,,M,3/21/2019,27,Palo Alto,CA,66853,Admissions Counselor,21-1012,W,Y
583,39,Chelsea Walker,0.11,0.45,0.25,0,2,6,26,3,0.59,1.87,2,0,10,0,0.84,1.98,11,17,1,1,0.67,0.33,1.98,0,0,0,0,0,0,#DIV/0!,0,0,4,1,4,1,0.25,0,0,0,,,,,M,3/21/2019,26,Los Angeles,CA,3898747,Digital Content Creator,27-1019,N,Y
585,39,Tom Laidlaw,0.11,0.7,0.16,0,2,6,33,4,0.45,1.4,2,0,10,0,0.61,1.51,14,16,1,2,0.5,0.5,1.51,0,0,0,0,0,0,#DIV/0!,1,0,5,1,6,1,0.167,0,0,0,,,,,M,3/21/2019,60,Greenwich,CT,12942,Former NHL Player,27-2021,N,Baby Boomer
578,39,Jason Linden,0.73,0.98,0.74,0,1,6,17,1,0.65,2.8,0,0,10,0,1.39,3.53,16,15,1,0,1,0,3.53,0,0,0,0,0,0,#DIV/0!,2,2,6,4,8,6,0.75,0,0,0,,,,,M,3/21/2019,32,New York,NY,8468000,Personal Injury Attorney,23-1011,W,Y
582,39,Jack Nichting,0.48,1.13,0.43,0,1,2,24,3,0.31,1.56,2,0,10,0,0.73,2.03,19,14,1,2,0.33,0.67,2.03,0,0,0,0,0,0,#DIV/0!,2,0,7,4,9,4,0.444,0,0,0,,,,,F,3/21/2019,23,Harrisonburg,VA,52538,Grad Student,54-0000,?,Y
584,39,Kellee Kim,0.48,2.13,0.23,0,2,8,37,4,0.45,1.17,3,0,10,0,0.67,1.65,22,13,1,2,0.5,0.5,1.65,0,0,1,0,1,0,0,2,0,7,4,9,4,0.444,0,0,0,,,,,F,3/21/2019,29,Philadelphia,PA,1576251,MBA Student,13-0000,W,Y
587,39,Jamal Shipman,0.48,3.29,0.15,0,1,6,48,4,0.22,0.7,4,0,10,0,0.36,1.18,24,12,1,3,0.25,0.75,1.18,0,0,2,0,2,0,0,3,0,7,4,10,4,0.4,0,0,0,,,,,M,3/21/2019,33,Providence,RI,190934,College Administrator,Nov-33,W,Y
576,39,Aaron Meredith,2.65,4.29,0.62,0,4,5,63,7,0.56,1.78,6,0,10,0,1.18,4.42,27,11,1,3,0.57,0.43,4.42,0,0,3,2,3,2,0.67,3,2,7,3,10,5,0.5,0,0,0,,,,,M,3/21/2019,36,Warwick,RI,81699,Gym Owner,13-0000,W,Y
575,39,Missy Byrd,1.65,4.29,0.38,0,5,3,62,7,0.71,2.86,6,0,10,0,1.09,4.5,27,10,1,2,0.71,0.29,4.5,0,0,3,1,3,1,0.33,3,2,7,3,10,5,0.5,0,0,0,,,,,F,3/21/2019,24,Tacoma,WA,207948,Air Force Veteran,55-1011,B,Y
577,39,Elizabeth Beisel,0.81,5.29,0.15,0,4,1,71,7,0.57,3.2,7,0,10,0,0.72,4.01,30,9,1,3,0.57,0.43,4.01,0,0,4,0,4,0,0,3,3,7,3,10,6,0.6,0,0,0,,,,,F,3/21/2019,26,Saunderstown,RI,6615,Olympic Medalist,27-2021,N,Y
588,39,Karishma Patel,0.25,6.79,0.04,0,5,15,86,10,0.48,0.74,4,0,10,0,0.52,0.99,32,8,1,5,0.5,0.5,0.99,0,0,5,0,5,0,0,4,0,7,2,11,2,0.182,0,0,0,,,,,F,3/21/2019,37,Houston,TX,2304580,Personal Injury Attorney,23-1011,W,Y
579,39,Elaine Stott,1.67,8.79,0.19,2,7,8,86,10,0.69,1.63,7,0,10,0,0.88,3.3,35,7,1,3,0.7,0.3,3.3,1,0,6,1,7,1,0.14,4,2,7,3,11,5,0.455,0,0,0,,,,,F,3/21/2019,41,Rockholds,KY,327,Factory Worker,51-0000,B,X
581,39,Dan Spilo*,1.04,8.79,0.12,1,5,5,71,8,0.54,1.04,6,0,10,0,0.66,2.08,36,6,1,3,0.63,0.38,2.08,1,0,6,0,7,0,0,4,3,7,5,11,8,0.727,0,0,0,,,,,M,3/21/2019,48,Los Angeles,CA,3898747,Talent Manager,13-1011,W,X
580,39,Janet Carbin,0.98,9.79,0.1,1,5,6,83,10,0.49,1.4,6,0,10,0,0.59,2.38,37,5,1,5,0.5,0.5,2.38,1,0,7,0,8,0,0,4,1,7,4,11,5,0.455,0,0,0,,,,,F,3/21/2019,59,Palm Bay,FL,107888,Chief Lifeguard,33-9092,N,Baby Boomer
574,39,Lauren Beck,1.87,10.79,0.17,3,6,1,76,9,0.67,3.73,7,0,10,0,0.84,5.61,38,4,1,3,0.67,0.33,5.61,1,0,8,1,9,1,0.11,4,2,7,5,11,7,0.636,0,0,0,,,,,F,3/21/2019,28,Glendale,CA,201020,Nanny,39-9011,B,Y
573,39,Noura Salman,3.52,10.79,0.33,1,7,6,83,9,0.77,2.18,5,0,10,0,1.1,5.7,39,3,1,2,0.78,0.22,5.7,1,0,8,3,9,3,0.33,4,1,7,3,11,4,0.364,0,0,0,,,,,F,3/21/2019,36,North Potomac,MD,24410,Entrepreneur,13-0000,N,Y
572,39,Dean Kowalski,2.42,10.79,0.22,1,8,0,99,12,0.67,4.67,10,2,10,0.2,1.09,8.29,39,2,1,4,0.67,0.33,7.09,1,0,8,2,9,2,0.22,4,1,7,2,11,3,0.273,0,0,0,,,,,M,3/21/2019,28,New York,NY,8468000,Tech Sales,41-4011,W,Y
571,39,Tommy Sheehan,2.54,10.79,0.24,1,7,2,75,9,0.77,3.63,7,8,10,0.8,1.81,10.97,39,1,1,2,0.78,0.22,6.17,1,1,8,0,9,1,0.11,4,4,7,5,11,9,0.818,0,0,0,,,,,M,3/21/2019,26,Long Beach,NY,33550,4th Grade Teacher,25-2020,W,Y
22,40,Amber Mariano,0.1,2.21,0.05,0,0,6,10,1,-0.6,0,0,0,16,0,-0.55,0.1,35,20,3,1,0,1,0.1,2,0,0,0,2,0,0,0,0,2,1,2,1,0.5,0,0,32,,,,,F,5/22/2019,40,Pensacola,FL,53193,Director of Marketing & Communications,21-Nov,W,X
151,40,Danni Boatwright,0.11,2.32,0.05,0,1,8,19,2,0.29,1.17,1,0,16,0,0.34,1.28,35,19,2,1,0.5,0.5,1.28,2,0,0,0,2,0,0,0,0,3,1,3,1,0.333,0,0,29,,,,,F,5/22/2019,43,Shawnee,KS,65046,Sideline Chic Owner,13-0000,N,X
33,40,Ethan Zohn,0.11,2.45,0.05,0,2,4,27,3,0.62,2.33,2,0,16,0,0.66,2.44,35,18,3,1,0.67,0.33,2.44,2,0,0,0,2,0,0,0,0,4,1,4,1,0.25,0,0,26,,,,,M,5/22/2019,45,Hillsborough,NH,1976,Keynote Speaker/Social Entrepreneur,01-0000,N,X
58,40,Boston Rob Mariano,0.25,2.79,0.09,0,2,4,32,4,0.47,1.75,3,0,16,0,0.56,2,35,17,5,2,0.5,0.5,2,2,0,0,0,2,0,0,0,0,6,2,6,2,0.333,0,0,21,,,,,M,5/22/2019,43,Pensacola,FL,53193,Construction Worker,47-2061,B,X
188,40,Parvati Shallow,0.45,3.04,0.15,0,2,5,32,4,0.46,1.56,1,0,16,0,0.61,2.01,35,16,4,2,0.5,0.5,2.01,2,0,0,0,2,0,0,0,0,7,3,7,3,0.429,0,0,19,,,,,F,5/22/2019,36,Los Angeles,CA,3898747,Life Coach/Speaker/Yoga Teacher,39-9031,N,Y
97,40,Sandra Diaz-Twine,0.31,1.04,0.3,4,2,1,24,3,0.65,3.73,2,0,16,0,0.95,4.04,16,15,4,1,0.67,0.33,4.04,0,0,0,0,0,0,#DIV/0!,0,0,7,2,7,2,0.286,1,0,0,,,,,F,5/22/2019,44,Riverview,FL,71050,Case Manager,21-1029,W,X
183,40,Yul Kwon,0.66,3.54,0.19,0,3,3,28,4,0.72,3,3,0,16,0,0.91,3.66,35,14,2,1,0.75,0.25,3.66,2,0,0,0,2,0,0,1,0,8,4,9,4,0.444,1,0,17,,,,,M,5/22/2019,44,Los Altos,CA,30671,Product Management,Nov-51,W,X
518,40,Wendell Holland,0.66,3.54,0.19,0,4,12,40,5,0.74,1.4,2,0,16,0,0.93,2.06,35,13,2,1,0.8,0.2,2.06,1,0,1,0,2,0,0,1,0,8,4,9,4,0.444,1,0,14,,,,,M,5/22/2019,35,Philadelphia,PA,1576251,Furniture Designer,27-1021,N,Y
479,40,Adam Klein,1,4.74,0.21,0,4,15,55,6,0.62,0.98,2,0,16,0,0.83,1.99,35,12,2,2,0.67,0.33,1.99,1,0,2,0,3,0,0,2,1,8,4,10,5,0.5,0,0,12,,,,,M,5/22/2019,28,Burlingame,CA,30459,Host/Keynote Speaker,01-0000,N,Y
273,40,Tyson Apostol,1.34,5.79,0.23,0,3,12,51,5,0.55,1.05,4,0,16,0,0.78,2.39,35,11,4,2,0.6,0.4,2.39,2,1,3,0,5,1,0.2,1,0,5,3,6,3,0.5,0,0,17,,,,,M,5/22/2019,39,Mesa,AZ,471825,Former Pro Cyclist/Shop Manager,27-2021,N,X
338,40,Sophie Clarke,1.62,7.07,0.23,0,4,6,65,7,0.56,1.6,5,0,16,0,0.79,3.22,35,10,2,3,0.57,0.43,3.22,1,0,4,0,5,0,0,3,3,8,5,11,8,0.727,0,0,7,,,,,M,5/22/2019,29,Santa Monica,CA,93220,Healthcare Consultant,13-1111,W,Y
354,40,Kim Spradlin,2.09,8.07,0.26,0,4,9,73,8,0.48,1.08,5,0,16,0,0.74,3.17,35,9,2,4,0.5,0.5,3.17,1,0,5,1,6,1,0.17,3,2,8,3,11,5,0.455,2,0,6,,,,,F,5/22/2019,36,San Antonio,TX,1434625,Interior Designer,27-1025,N,Y
429,40,Jeremy Collins,1.48,9.07,0.16,0,6,9,79,9,0.65,1.44,6,0,16,0,0.82,2.91,35,8,3,3,0.67,0.33,2.91,1,0,6,1,7,1,0.14,3,0,8,2,11,2,0.182,2,0,4,,,,,F,5/22/2019,41,Foxborough,MA,5625,Firefighter,33-2011,B,X
537,40,Nick Wilson,1.66,10.07,0.16,0,8,8,90,11,0.72,1.7,6,0,16,0,0.88,3.36,35,7,2,3,0.73,0.27,3.36,1,0,7,1,8,1,0.13,3,0,8,4,11,4,0.364,1,0,1,,,,,M,5/22/2019,28,Williamsburg,KY,5293,Attorney,23-1011,W,Y
372,40,Denise Stapley,2.48,10.07,0.25,1,6,4,100,11,0.54,1.91,8,0,16,0,0.79,4.39,36,6,2,5,0.55,0.45,4.39,0,0,8,2,8,2,0.25,3,0,8,2,11,2,0.182,2,0,0,,,,,F,5/22/2019,48,Marion,IA,37330,Sex Therapist,21-1013,W,X
499,40,Ben Driebergen,1.54,11.07,0.14,0,10,5,105,13,0.77,2.39,10,0,16,0,0.9,3.93,37,5,2,3,0.77,0.23,3.93,0,0,9,0,9,0,0,3,3,8,4,11,7,0.636,0,0,0,,,,,F,5/22/2019,36,Boise,ID,145987,Real Estate Agent/Stay-at-home Dad,41-9022,W,Y
416,40,Sarah Lacina,1.29,12.07,0.11,0,7,2,97,13,0.54,2.51,10,0,16,0,0.64,3.8,38,4,3,6,0.54,0.46,3.8,0,0,10,0,10,0,0,3,2,8,5,11,7,0.636,0,0,0,,,,,M,5/22/2019,35,Cedar Rapids,IA,130405,Police Officer,33-3051,B,Y
476,40,Michele Fitzgerald,2.78,12.07,0.23,1,7,4,109,14,0.5,1.75,11,0,16,0,0.73,4.53,39,3,2,7,0.5,0.5,4.53,0,0,10,2,10,2,0.2,3,1,8,3,11,4,0.364,1,0,0,,,,,F,5/22/2019,29,Hoboken,NJ,53635,Business Development Manager,13-1111,W,Y
425,40,Natalie Anderson,2,5.1,0.39,0,1,7,21,3,0.22,0.85,1,4,16,0.25,0.86,4.35,39,2,2,2,0.33,0.67,2.85,2,1,3,1,5,2,0.4,0,0,1,0,1,0,0,0,0,33,,,,,F,5/22/2019,33,Edgewater,NJ,12034,CrossFit Trainer,39-9031,N,Y
407,40,Tony Vlachos,4.56,12.07,0.38,1,8,0,97,12,0.67,4.67,12,12,16,0.75,1.79,13.73,39,1,3,4,0.67,0.33,9.23,0,0,10,4,10,4,0.4,3,0,8,3,11,3,0.273,2,0,0,,,,,M,5/22/2019,45,Allendale,NJ,6822,Police Officer,33-3051,B,X
604,41,Eric Abraham,0,0.33,0,0,0,5,6,1,-0.83,0,0,0,8,0,-0.83,0,3,18,1,1,0,1,0,0,0,0,0,0,0,#DIV/0!,1,0,1,0,2,0,0,0,,0,,,,,M,4/1/2021,50,San Antonio,TX,1452000,Cyber Security Analyst,15-1212,W,X
595,41,Sara Wilson,0.17,0.33,0.5,0,0,4,6,1,-0.67,0,0,0,8,0,-0.17,0.17,3,17,1,1,0,1,0.17,0,0,0,0,0,0,#DIV/0!,1,1,1,0,2,1,0.5,0,,0,,,,,F,4/1/2021,23,Boston,MA,654776,Healthcare Consultant,13-1111,W,Z
603,41,David Voce,0,0.53,0,0,1,3,10,2,0.35,2,1,0,8,0,0.35,2,5,16,1,1,0.5,0.5,2,0,0,0,0,0,0,#DIV/0!,1,0,2,0,3,0,0,0,,0,,,,,M,4/1/2021,34,Chicago,IL,2697000,Neurosurgeon,29-1249,W,Y
591,41,Brad Reese,0.27,0.78,0.34,0,1,4,10,1,0.6,3.5,0,0,8,0,0.94,3.77,7,15,1,0,1,0,3.77,0,0,0,0,0,0,#DIV/0!,1,1,3,0,4,1,0.25,0,,0,,,,,M,4/1/2021,49,Shawnee,WY,74,Rancher,45-2093,B,X
593,41,JD Robinson,0.52,1.28,0.4,0,2,4,14,3,0.57,2.33,1,0,8,0,0.97,2.85,9,14,1,1,0.67,0.33,2.85,0,0,0,0,0,0,#DIV/0!,2,2,4,0,6,2,0.333,0,,0,,,,,M,4/1/2021,20,Oklahoma City,OK,687725,College Student,54-0000,?,Z
592,41,Genie Chen,0.52,1.62,0.32,1,1,3,17,4,0.21,1,2,0,8,0,0.53,1.52,11,13,1,3,0.25,0.75,1.52,0,0,0,0,0,0,#DIV/0!,2,2,5,0,7,2,0.286,0,,0,,,,,F,4/1/2021,46,Portland,OR,641162,Grocery Clerk,41-2011,B,X
602,41,Sydney Segal,0.98,2.82,0.35,1,0,5,12,1,-0.42,0,0,0,8,0,-0.07,0.98,14,12,1,1,0,1,0.98,0,0,1,0,1,0,0,2,0,6,4,8,4,0.5,0,,0,,,,,F,4/1/2021,25,Brooklyn,NY,2600000,Law Student,23-0000,W,Y
607,41,Tiffany Seely,0.5,3.02,0.17,1,2,8,33,4,0.44,1.17,1,0,8,0,0.61,1.67,16,11,1,2,0.5,0.5,1.67,0,0,1,0,1,0,0,3,0,6,1,9,1,0.111,1,,0,,,,,F,4/1/2021,47,Plainview,NY,26440,Teacher,25-2000,B,X
601,41,Naseer Muttalif,0.91,5.02,0.18,3,1,4,29,3,0.29,1.17,1,0,8,0,0.47,2.08,17,10,1,2,0.33,0.67,2.08,0,0,3,0,3,0,0,3,0,6,3,9,3,0.333,0,,0,,,,,M,4/1/2021,36,Morgan Hill,CA,45342,Sales Manager,22-Nov,W,Y
605,41,Evvie Jagoda,2.23,5.02,0.45,0,2,7,38,5,0.36,1.02,3,0,8,0,0.81,3.25,17,9,1,3,0.4,0.6,3.25,0,0,3,1,3,1,0.33,3,1,6,3,9,4,0.444,1,,0,,,,,N,4/1/2021,28,Arlington,MA,45759,Ph.D. Student,54-0000,?,Y
596,41,Shan Smith,0.52,6.02,0.09,1,7,3,54,9,0.77,3.11,7,0,8,0,0.86,3.63,19,8,1,2,0.78,0.22,3.63,1,0,3,0,4,0,0,3,2,6,0,9,2,0.222,0,,0,,,,,F,4/1/2021,34,Washington,DC,668971,Pastor,21-2011,N,Y
606,41,Liana Wallace,0.83,7.02,0.12,1,5,10,54,7,0.69,1.43,4,0,8,0,0.81,2.26,21,7,1,2,0.71,0.29,2.26,1,0,4,0,5,0,0,3,0,6,2,9,2,0.222,1,,0,,,,,F,4/1/2021,20,Washigton,DC,668971,College Student,54-0000,?,Z
597,41,Danny McCray,2.31,9.35,0.25,0,2,3,50,6,0.32,1.33,5,0,8,0,0.57,3.64,23,6,1,4,0.33,0.67,3.64,1,0,6,1,7,1,0.14,4,1,6,4,10,5,0.5,0,,0,,,,,M,4/1/2021,33,Frisco,TX,210719,Ex-NFL Player,27-2021,N,Y
594,41,Ricard Foy̩,4.92,10.35,0.48,1,7,9,73,11,0.63,1.37,7,0,8,0,1.1,6.29,24,5,1,4,0.64,0.36,6.29,1,1,7,3,8,4,0.5,4,3,6,1,10,4,0.4,0,,0,,,,,M,4/1/2021,31,Sedro-Woolley,WA,12509,Flight Attendant,53-2031,B,Y
600,41,Heather Aldret,0.17,10.35,0.02,5,6,5,56,7,0.84,2.67,5,0,8,0,0.86,2.83,25,4,1,1,0.86,0.14,2.84,1,0,7,0,8,0,0,4,0,6,1,10,1,0.1,0,,0,,,,,F,4/1/2021,52,Charleston,SC,151612,Stay-at-home Mom,00-0000,?,X
608,41,Xander Hastings,2.17,10.35,0.21,2,4,2,65,9,0.44,2.07,8,0,8,0,0.65,4.24,26,3,1,5,0.44,0.56,4.24,1,0,7,2,8,2,0.25,4,1,6,2,10,3,0.3,1,,0,,,,,M,4/1/2021,20,Chicago,IL,2697000,App Developer,15-1252,W,Z
